date_time,temperature,wind_speed,wind_direction
01.01.2016 15:50:00,2.31,0.43,185.90
01.01.2016 16:00:00,2.19,0.62,176.20
01.01.2016 16:10:00,2.05,0.66,228.40
01.01.2016 16:20:00,2.12,0.64,198.90
01.01.2016 16:30:00,2.19,0.90,202.50
01.01.2016 16:40:00,2.36,0.60,226.80
01.01.2016 16:50:00,2.30,1.04,168.60
01.01.2016 17:00:00,1.84,0.58,175.70
01.01.2016 17:10:00,1.99,0.25,293.50
01.01.2016 17:20:00,1.96,0.61,197.90
01.01.2016 17:30:00,2.14,0.39,193.10
01.01.2016 17:40:00,2.21,0.68,230.60
01.01.2016 17:50:00,1.84,1.08,136.50
01.01.2016 18:00:00,1.60,0.68,167.40
01.01.2016 18:10:00,1.70,0.52,128.10
01.01.2016 18:20:00,1.61,0.79,121.90
01.01.2016 18:30:00,1.25,1.02,142.90
01.01.2016 18:40:00,1.01,1.19,166.60
01.01.2016 18:50:00,1.01,1.21,153.30
01.01.2016 19:00:00,1.06,0.86,154.60
01.01.2016 19:10:00,1.00,1.53,160.00
01.01.2016 19:20:00,1.05,0.74,154.40
01.01.2016 19:30:00,1.14,1.18,150.20
01.01.2016 19:40:00,1.19,1.02,155.80
01.01.2016 19:50:00,1.20,1.26,119.50
01.01.2016 20:00:00,1.14,1.63,132.20
01.01.2016 20:10:00,1.14,1.31,138.00
01.01.2016 20:20:00,1.20,1.30,148.50
01.01.2016 20:30:00,1.14,1.86,140.30
01.01.2016 20:40:00,1.16,1.12,153.50
01.01.2016 20:50:00,1.27,0.73,190.40
01.01.2016 21:00:00,1.29,0.61,215.00
01.01.2016 21:10:00,1.44,1.01,205.40
01.01.2016 21:20:00,1.60,1.11,197.50
01.01.2016 21:30:00,1.70,1.42,214.50
01.01.2016 21:40:00,1.69,1.57,209.70
01.01.2016 21:50:00,1.71,1.42,207.40
01.01.2016 22:00:00,1.69,0.80,171.40
01.01.2016 22:10:00,1.56,1.06,151.90
01.01.2016 22:20:00,1.40,1.01,147.80
01.01.2016 22:30:00,1.37,1.09,174.60
01.01.2016 22:40:00,1.33,1.47,194.00
01.01.2016 22:50:00,1.30,2.25,188.30
01.01.2016 23:00:00,1.26,2.37,189.50
01.01.2016 23:10:00,1.20,2.44,177.10
01.01.2016 23:20:00,1.12,2.21,161.30
01.01.2016 23:30:00,0.95,2.50,145.80
01.01.2016 23:40:00,0.78,2.00,137.10
01.01.2016 23:50:00,0.40,3.13,126.30
02.01.2016 00:00:00,0.15,2.61,140.50
02.01.2016 00:10:00,0.06,1.95,155.80
02.01.2016 00:20:00,-0.06,2.75,153.30
02.01.2016 00:30:00,-0.16,2.26,160.30
02.01.2016 00:40:00,-0.14,2.38,152.20
02.01.2016 00:50:00,-0.19,2.55,162.80
02.01.2016 01:00:00,-0.24,2.05,154.00
02.01.2016 01:10:00,-0.24,1.51,160.70
02.01.2016 01:20:00,-0.31,2.15,163.30
02.01.2016 01:30:00,-0.39,2.03,146.40
02.01.2016 01:40:00,-0.43,2.08,168.00
02.01.2016 01:50:00,-0.49,2.25,179.60
02.01.2016 02:00:00,-0.54,2.11,164.60
02.01.2016 02:10:00,-0.52,1.27,177.70
02.01.2016 02:20:00,-0.48,1.36,184.20
02.01.2016 02:30:00,-0.57,1.65,185.50
02.01.2016 02:40:00,-0.66,1.34,186.80
02.01.2016 02:50:00,-0.77,1.26,196.40
02.01.2016 03:00:00,-0.91,1.59,202.90
02.01.2016 03:10:00,-0.99,1.34,202.60
02.01.2016 03:20:00,-1.01,1.14,202.50
02.01.2016 03:30:00,-1.07,1.00,199.30
02.01.2016 03:40:00,-1.10,1.23,195.70
02.01.2016 03:50:00,-1.13,1.44,200.60
02.01.2016 04:00:00,-1.14,1.15,208.60
02.01.2016 04:10:00,-1.13,0.50,183.40
02.01.2016 04:20:00,-1.32,0.43,178.30
02.01.2016 04:30:00,-1.50,0.37,216.90
02.01.2016 04:40:00,-1.46,0.56,36.70
02.01.2016 04:50:00,-1.62,0.65,63.72
02.01.2016 05:00:00,-1.58,0.46,65.84
02.01.2016 05:10:00,-1.48,0.39,51.22
02.01.2016 05:20:00,-1.39,0.35,66.65
02.01.2016 05:30:00,-1.43,0.46,52.77
02.01.2016 05:40:00,-1.59,0.61,25.38
02.01.2016 05:50:00,-1.58,0.26,17.47
02.01.2016 06:00:00,-1.56,0.32,194.60
02.01.2016 06:10:00,-1.56,0.48,54.01
02.01.2016 06:20:00,-1.72,0.72,53.99
02.01.2016 06:30:00,-1.52,0.36,127.70
02.01.2016 06:40:00,-1.62,0.41,38.85
02.01.2016 06:50:00,-1.77,0.32,16.81
02.01.2016 07:00:00,-1.86,1.18,17.31
02.01.2016 07:10:00,-1.89,0.67,263.70
02.01.2016 07:20:00,-1.91,0.74,249.00
02.01.2016 07:30:00,-1.91,1.09,358.60
02.01.2016 07:40:00,-1.90,2.07,358.40
02.01.2016 07:50:00,-1.90,1.97,360.00
02.01.2016 08:00:00,-1.89,1.72,2.66
02.01.2016 08:10:00,-1.94,2.34,9.28
02.01.2016 08:20:00,-1.97,2.61,10.43
02.01.2016 08:30:00,-2.00,2.91,15.36
02.01.2016 08:40:00,-1.99,2.61,15.61
02.01.2016 08:50:00,-2.00,2.66,14.69
02.01.2016 09:00:00,-2.01,2.30,8.99
02.01.2016 09:10:00,-2.10,2.35,17.51
02.01.2016 09:20:00,-2.23,2.86,26.39
02.01.2016 09:30:00,-2.33,2.77,32.69
02.01.2016 09:40:00,-2.26,2.95,35.06
02.01.2016 09:50:00,-2.12,2.43,20.20
02.01.2016 10:00:00,-2.03,2.49,7.90
02.01.2016 10:10:00,-1.88,2.87,25.71
02.01.2016 10:20:00,-1.85,3.06,33.36
02.01.2016 10:30:00,-1.82,3.74,32.34
02.01.2016 10:40:00,-1.80,3.30,30.98
02.01.2016 10:50:00,-1.71,2.63,25.26
02.01.2016 11:00:00,-1.48,2.16,26.75
02.01.2016 11:10:00,-1.30,3.68,34.03
02.01.2016 11:20:00,-1.29,3.92,33.44
02.01.2016 11:30:00,-1.26,3.81,31.94
02.01.2016 11:40:00,-1.20,3.07,23.28
02.01.2016 11:50:00,-1.01,2.44,16.51
02.01.2016 12:00:00,-0.97,2.96,3.71
02.01.2016 12:10:00,-0.93,3.52,12.20
02.01.2016 12:20:00,-0.91,3.16,10.42
02.01.2016 12:30:00,-0.85,3.37,10.70
02.01.2016 12:40:00,-0.76,2.69,3.52
02.01.2016 12:50:00,-0.67,2.79,357.80
02.01.2016 13:00:00,-0.66,2.69,348.80
02.01.2016 13:10:00,-0.66,2.71,358.10
02.01.2016 13:20:00,-0.71,2.95,13.31
02.01.2016 13:30:00,-0.69,2.98,15.21
02.01.2016 13:40:00,-0.68,2.40,7.21
02.01.2016 13:50:00,-0.59,2.04,10.41
02.01.2016 14:00:00,-0.52,2.17,21.38
02.01.2016 14:10:00,-0.52,2.21,26.19
02.01.2016 14:20:00,-0.52,2.03,25.35
02.01.2016 14:30:00,-0.45,2.23,29.12
02.01.2016 14:40:00,-0.43,3.02,30.56
02.01.2016 14:50:00,-0.36,2.48,31.11
02.01.2016 15:00:00,-0.22,3.01,33.65
02.01.2016 15:10:00,-0.39,3.13,32.93
02.01.2016 15:20:00,-0.37,2.08,39.96
02.01.2016 15:30:00,-0.44,2.06,30.60
02.01.2016 15:40:00,-0.32,1.58,42.44
02.01.2016 15:50:00,-0.23,1.52,28.83
02.01.2016 16:00:00,-0.27,2.61,35.20
02.01.2016 16:10:00,-0.46,3.03,36.38
02.01.2016 16:20:00,-0.49,2.72,37.55
02.01.2016 16:30:00,-0.40,2.51,37.97
02.01.2016 16:40:00,-0.32,1.84,44.75
02.01.2016 16:50:00,-0.29,1.90,40.33
02.01.2016 17:00:00,-0.31,1.63,40.74
02.01.2016 17:10:00,-0.33,1.32,47.98
02.01.2016 17:20:00,-0.21,0.49,104.40
02.01.2016 17:30:00,-0.17,0.87,165.30
02.01.2016 17:40:00,-0.10,0.66,127.40
02.01.2016 17:50:00,-0.11,0.57,153.10
02.01.2016 18:00:00,-0.03,0.24,19.78
02.01.2016 18:10:00,-0.06,0.21,338.70
02.01.2016 18:20:00,-0.14,0.41,12.00
02.01.2016 18:30:00,-0.23,0.75,19.22
02.01.2016 18:40:00,-0.32,1.30,33.71
02.01.2016 18:50:00,-0.34,0.51,29.98
02.01.2016 19:00:00,-0.26,0.45,109.40
02.01.2016 19:10:00,-0.15,0.46,251.80
02.01.2016 19:20:00,-0.14,0.53,253.50
02.01.2016 19:30:00,-0.11,0.39,256.90
02.01.2016 19:40:00,-0.08,0.51,263.60
02.01.2016 19:50:00,0.04,0.69,54.77
02.01.2016 20:00:00,0.20,1.08,71.60
02.01.2016 20:10:00,0.27,1.11,76.50
02.01.2016 20:20:00,0.36,1.06,90.70
02.01.2016 20:30:00,0.40,1.47,76.20
02.01.2016 20:40:00,0.32,1.76,44.89
02.01.2016 20:50:00,-0.02,2.57,17.56
02.01.2016 21:00:00,-0.25,2.71,3.01
02.01.2016 21:10:00,-0.42,2.12,5.04
02.01.2016 21:20:00,-0.59,3.12,10.59
02.01.2016 21:30:00,-0.73,2.81,12.96
02.01.2016 21:40:00,-0.87,3.20,22.36
02.01.2016 21:50:00,-1.02,3.67,24.69
02.01.2016 22:00:00,-1.32,3.71,25.20
02.01.2016 22:10:00,-1.57,3.97,25.39
02.01.2016 22:20:00,-1.69,3.79,24.27
02.01.2016 22:30:00,-1.79,3.60,28.43
02.01.2016 22:40:00,-1.96,4.01,30.32
02.01.2016 22:50:00,-2.06,3.77,31.48
02.01.2016 23:00:00,-2.12,3.97,27.97
02.01.2016 23:10:00,-2.26,3.58,21.16
02.01.2016 23:20:00,-2.41,3.53,24.01
02.01.2016 23:30:00,-2.52,3.38,23.21
02.01.2016 23:40:00,-2.62,3.14,17.27
02.01.2016 23:50:00,-2.67,3.35,21.32
03.01.2016 00:00:00,-2.69,3.70,27.66
03.01.2016 00:10:00,-2.73,3.57,27.55
03.01.2016 00:20:00,-2.78,3.44,28.72
03.01.2016 00:30:00,-2.80,3.44,30.17
03.01.2016 00:40:00,-2.80,3.17,28.55
03.01.2016 00:50:00,-2.80,3.28,30.37
03.01.2016 01:00:00,-2.87,3.78,31.68
03.01.2016 01:10:00,-2.90,3.61,29.92
03.01.2016 01:20:00,-2.93,3.29,29.56
03.01.2016 01:30:00,-2.94,3.34,31.27
03.01.2016 01:40:00,-2.94,2.74,29.72
03.01.2016 01:50:00,-2.93,2.64,28.21
03.01.2016 02:00:00,-2.93,2.47,28.78
03.01.2016 02:10:00,-2.93,2.92,27.01
03.01.2016 02:20:00,-2.93,2.68,31.72
03.01.2016 02:30:00,-2.90,2.36,28.64
03.01.2016 02:40:00,-2.87,2.39,27.19
03.01.2016 02:50:00,-2.84,2.72,29.88
03.01.2016 03:00:00,-2.79,2.23,27.79
03.01.2016 03:10:00,-2.73,2.58,34.33
03.01.2016 03:20:00,-2.67,2.66,34.98
03.01.2016 03:30:00,-2.64,2.74,31.86
03.01.2016 03:40:00,-2.55,2.69,31.05
03.01.2016 03:50:00,-2.50,2.68,29.95
03.01.2016 04:00:00,-2.43,2.64,29.78
03.01.2016 04:10:00,-2.36,2.77,33.99
03.01.2016 04:20:00,-2.33,2.06,27.50
03.01.2016 04:30:00,-2.29,1.92,28.66
03.01.2016 04:40:00,-2.24,1.73,31.29
03.01.2016 04:50:00,-2.17,1.67,29.40
03.01.2016 05:00:00,-2.08,1.14,29.13
03.01.2016 05:10:00,-2.00,1.26,40.35
03.01.2016 05:20:00,-1.93,1.07,41.19
03.01.2016 05:30:00,-1.94,1.17,41.52
03.01.2016 05:40:00,-1.96,1.38,32.50
03.01.2016 05:50:00,-2.00,1.57,34.41
03.01.2016 06:00:00,-2.00,1.61,32.49
03.01.2016 06:10:00,-2.00,1.36,32.75
03.01.2016 06:20:00,-2.01,1.30,27.55
03.01.2016 06:30:00,-1.99,1.46,33.33
03.01.2016 06:40:00,-2.03,1.43,31.76
03.01.2016 06:50:00,-2.05,1.09,26.64
03.01.2016 07:00:00,-2.02,1.32,23.90
03.01.2016 07:10:00,-2.03,1.12,13.60
03.01.2016 07:20:00,-2.00,1.15,9.07
03.01.2016 07:30:00,-2.09,1.71,19.19
03.01.2016 07:40:00,-2.02,1.19,61.25
03.01.2016 07:50:00,-1.91,0.67,71.60
03.01.2016 08:00:00,-1.91,0.96,107.20
03.01.2016 08:10:00,-1.78,0.60,96.60
03.01.2016 08:20:00,-1.83,1.51,134.00
03.01.2016 08:30:00,-1.80,0.89,107.10
03.01.2016 08:40:00,-1.80,1.36,121.10
03.01.2016 08:50:00,-1.75,0.92,96.00
03.01.2016 09:00:00,-1.75,0.92,73.00
03.01.2016 09:10:00,-1.73,1.00,97.90
03.01.2016 09:20:00,-1.69,2.05,114.80
03.01.2016 09:30:00,-1.63,1.75,111.90
03.01.2016 09:40:00,-1.58,1.84,117.00
03.01.2016 09:50:00,-1.53,1.73,118.50
03.01.2016 10:00:00,-1.48,2.37,130.20
03.01.2016 10:10:00,-1.39,2.13,135.20
03.01.2016 10:20:00,-1.40,3.06,136.20
03.01.2016 10:30:00,-1.34,2.17,137.90
03.01.2016 10:40:00,-1.27,2.54,128.20
03.01.2016 10:50:00,-1.22,2.35,133.50
03.01.2016 11:00:00,-1.15,2.90,125.90
03.01.2016 11:10:00,-1.07,2.67,124.30
03.01.2016 11:20:00,-0.97,2.55,120.30
03.01.2016 11:30:00,-0.87,2.87,133.80
03.01.2016 11:40:00,-0.77,2.44,138.80
03.01.2016 11:50:00,-0.71,3.58,149.40
03.01.2016 12:00:00,-0.62,3.29,137.00
03.01.2016 12:10:00,-0.27,2.73,144.30
03.01.2016 12:20:00,-0.23,3.30,130.80
03.01.2016 12:30:00,-0.27,2.59,153.40
03.01.2016 12:40:00,-0.23,2.34,144.30
03.01.2016 12:50:00,-0.19,2.41,147.50
03.01.2016 13:00:00,-0.23,3.09,136.20
03.01.2016 13:10:00,-0.14,2.52,152.50
03.01.2016 13:20:00,-0.12,2.95,137.40
03.01.2016 13:30:00,-0.07,2.97,140.80
03.01.2016 13:40:00,0.03,2.85,161.50
03.01.2016 13:50:00,-0.03,4.28,162.80
03.01.2016 14:00:00,-0.07,3.68,171.70
03.01.2016 14:10:00,-0.08,2.83,172.70
03.01.2016 14:20:00,-0.08,2.56,173.20
03.01.2016 14:30:00,-0.13,2.72,141.70
03.01.2016 14:40:00,-0.30,3.30,143.30
03.01.2016 14:50:00,-0.29,3.05,145.80
03.01.2016 15:00:00,-0.37,3.25,141.30
03.01.2016 15:10:00,-0.38,2.60,141.50
03.01.2016 15:20:00,-0.40,3.03,148.30
03.01.2016 15:30:00,-0.47,2.94,149.00
03.01.2016 15:40:00,-0.47,2.69,148.60
03.01.2016 15:50:00,-0.49,2.87,150.20
03.01.2016 16:00:00,-0.53,3.09,151.50
03.01.2016 16:10:00,-0.57,2.36,138.50
03.01.2016 16:20:00,-0.57,1.56,139.90
03.01.2016 16:30:00,-0.65,2.80,135.90
03.01.2016 16:40:00,-0.85,3.23,137.40
03.01.2016 16:50:00,-1.14,2.83,132.90
03.01.2016 17:00:00,-1.35,3.11,127.20
03.01.2016 17:10:00,-1.41,2.53,133.90
03.01.2016 17:20:00,-1.34,2.48,129.10
03.01.2016 17:30:00,-1.30,2.90,125.50
03.01.2016 17:40:00,-1.20,2.35,149.30
03.01.2016 17:50:00,-1.21,4.33,157.60
03.01.2016 18:00:00,-1.21,3.76,167.40
03.01.2016 18:10:00,-1.27,3.29,169.10
03.01.2016 18:20:00,-1.23,2.38,160.50
03.01.2016 18:30:00,-1.26,2.15,141.30
03.01.2016 18:40:00,-1.28,2.81,143.90
03.01.2016 18:50:00,-1.31,2.26,151.00
03.01.2016 19:00:00,-1.42,2.78,148.20
03.01.2016 19:10:00,-1.60,2.58,148.40
03.01.2016 19:20:00,-1.55,2.57,168.10
03.01.2016 19:30:00,-1.47,2.83,164.00
03.01.2016 19:40:00,-1.41,2.78,155.80
03.01.2016 19:50:00,-1.40,2.25,147.10
03.01.2016 20:00:00,-1.43,2.04,147.20
03.01.2016 20:10:00,-1.41,2.28,163.10
03.01.2016 20:20:00,-1.43,2.55,158.50
03.01.2016 20:30:00,-1.42,1.90,167.80
03.01.2016 20:40:00,-1.40,2.23,146.80
03.01.2016 20:50:00,-1.52,4.46,159.20
03.01.2016 21:00:00,-1.58,3.55,164.70
03.01.2016 21:10:00,-1.58,3.35,159.90
03.01.2016 21:20:00,-1.62,3.39,163.10
03.01.2016 21:30:00,-1.67,2.79,172.30
03.01.2016 21:40:00,-1.69,3.16,165.20
03.01.2016 21:50:00,-1.69,2.09,164.40
03.01.2016 22:00:00,-1.78,3.83,167.80
03.01.2016 22:10:00,-1.85,3.57,173.10
03.01.2016 22:20:00,-1.87,3.22,167.30
03.01.2016 22:30:00,-1.87,3.29,164.30
03.01.2016 22:40:00,-1.83,2.40,166.70
03.01.2016 22:50:00,-1.80,2.25,152.80
03.01.2016 23:00:00,-1.87,2.78,155.90
03.01.2016 23:10:00,-1.88,2.72,163.40
03.01.2016 23:20:00,-1.93,2.78,151.80
03.01.2016 23:30:00,-2.00,2.94,151.90
03.01.2016 23:40:00,-2.00,2.65,167.30
03.01.2016 23:50:00,-2.00,2.75,162.10
04.01.2016 00:00:00,-2.04,3.61,155.20
04.01.2016 00:10:00,-2.08,3.12,157.10
04.01.2016 00:20:00,-2.09,2.80,169.10
04.01.2016 00:30:00,-2.14,4.06,160.70
04.01.2016 00:40:00,-2.16,2.52,161.80
04.01.2016 00:50:00,-2.15,2.82,148.10
04.01.2016 01:00:00,-2.21,3.04,150.10
04.01.2016 01:10:00,-2.34,3.50,148.40
04.01.2016 01:20:00,-2.40,2.81,146.70
04.01.2016 01:30:00,-2.39,2.02,126.90
04.01.2016 01:40:00,-2.46,2.47,148.30
04.01.2016 01:50:00,-2.47,2.45,143.30
04.01.2016 02:00:00,-2.58,2.92,137.80
04.01.2016 02:10:00,-2.59,2.56,130.00
04.01.2016 02:20:00,-2.61,2.60,124.50
04.01.2016 02:30:00,-2.61,2.52,130.50
04.01.2016 02:40:00,-2.60,1.66,132.10
04.01.2016 02:50:00,-2.65,2.66,127.60
04.01.2016 03:00:00,-2.65,1.73,115.40
04.01.2016 03:10:00,-2.68,1.85,104.20
04.01.2016 03:20:00,-2.73,2.43,113.90
04.01.2016 03:30:00,-2.69,2.79,113.30
04.01.2016 03:40:00,-2.63,2.47,114.20
04.01.2016 03:50:00,-2.60,2.56,121.70
04.01.2016 04:00:00,-2.63,2.05,105.30
04.01.2016 04:10:00,-2.66,3.31,128.80
04.01.2016 04:20:00,-2.67,2.48,145.20
04.01.2016 04:30:00,-2.66,2.21,136.70
04.01.2016 04:40:00,-2.77,3.21,137.00
04.01.2016 04:50:00,-2.82,2.71,126.00
04.01.2016 05:00:00,-2.90,2.79,125.80
04.01.2016 05:10:00,-2.92,2.62,159.00
04.01.2016 05:20:00,-2.94,2.40,145.10
04.01.2016 05:30:00,-2.97,2.07,141.30
04.01.2016 05:40:00,-2.97,2.72,145.50
04.01.2016 05:50:00,-3.00,2.77,135.90
04.01.2016 06:00:00,-2.99,2.23,113.90
04.01.2016 06:10:00,-3.00,2.36,112.30
04.01.2016 06:20:00,-2.99,2.57,134.10
04.01.2016 06:30:00,-2.99,2.83,122.70
04.01.2016 06:40:00,-3.00,1.88,131.90
04.01.2016 06:50:00,-3.00,2.28,135.80
04.01.2016 07:00:00,-3.02,2.61,132.90
04.01.2016 07:10:00,-3.03,2.75,144.80
04.01.2016 07:20:00,-3.07,2.55,139.80
04.01.2016 07:30:00,-3.12,3.06,140.30
04.01.2016 07:40:00,-3.26,2.73,149.40
04.01.2016 07:50:00,-3.60,2.73,143.00
04.01.2016 08:00:00,-3.81,2.30,147.10
04.01.2016 08:10:00,-3.91,2.03,146.30
04.01.2016 08:20:00,-3.78,1.56,140.70
04.01.2016 08:30:00,-3.84,2.47,143.30
04.01.2016 08:40:00,-3.86,2.50,150.70
04.01.2016 08:50:00,-3.82,2.26,154.30
04.01.2016 09:00:00,-3.82,2.18,151.40
04.01.2016 09:10:00,-3.69,1.47,149.10
04.01.2016 09:20:00,-3.67,1.43,147.60
04.01.2016 09:30:00,-3.53,1.52,146.00
04.01.2016 09:40:00,-3.47,1.71,156.30
04.01.2016 09:50:00,-3.35,2.49,171.50
04.01.2016 10:00:00,-3.32,2.79,154.70
04.01.2016 10:10:00,-3.27,2.84,166.60
04.01.2016 10:20:00,-3.22,3.29,162.20
04.01.2016 10:30:00,-3.21,3.28,175.60
04.01.2016 10:40:00,-3.12,3.26,176.00
04.01.2016 10:50:00,-3.03,3.34,174.90
04.01.2016 11:00:00,-2.96,3.45,179.50
04.01.2016 11:10:00,-2.87,3.32,173.50
04.01.2016 11:20:00,-2.81,3.29,171.60
04.01.2016 11:30:00,-2.87,3.55,170.70
04.01.2016 11:40:00,-2.87,3.62,167.90
04.01.2016 11:50:00,-2.88,3.49,171.70
04.01.2016 12:00:00,-2.79,3.10,175.40
04.01.2016 12:10:00,-2.67,2.25,175.10
04.01.2016 12:20:00,-2.52,2.72,177.40
04.01.2016 12:30:00,-2.40,2.81,171.50
04.01.2016 12:40:00,-2.17,2.31,178.00
04.01.2016 12:50:00,-2.01,2.44,160.80
04.01.2016 13:00:00,-1.94,2.65,155.50
04.01.2016 13:10:00,-1.87,3.10,156.80
04.01.2016 13:20:00,-1.66,2.28,157.80
04.01.2016 13:30:00,-1.50,2.46,165.90
04.01.2016 13:40:00,-1.31,1.66,170.20
04.01.2016 13:50:00,-1.21,2.29,159.50
04.01.2016 14:00:00,-1.17,2.16,172.80
04.01.2016 14:10:00,-1.07,1.98,173.10
04.01.2016 14:20:00,-1.05,2.76,171.30
04.01.2016 14:30:00,-1.09,1.88,179.70
04.01.2016 14:40:00,-1.12,2.19,160.20
04.01.2016 14:50:00,-1.19,2.35,174.20
04.01.2016 15:00:00,-1.27,2.16,177.80
04.01.2016 15:10:00,-1.26,1.45,164.70
04.01.2016 15:20:00,-1.29,1.51,180.60
04.01.2016 15:30:00,-1.25,1.38,177.40
04.01.2016 15:40:00,-1.37,1.86,173.80
04.01.2016 15:50:00,-1.51,2.04,158.40
04.01.2016 16:00:00,-1.54,1.36,167.70
04.01.2016 16:10:00,-1.54,1.56,174.70
04.01.2016 16:20:00,-1.55,1.55,184.90
04.01.2016 16:30:00,-1.56,1.71,181.60
04.01.2016 16:40:00,-1.54,1.86,177.60
04.01.2016 16:50:00,-1.49,1.38,193.00
04.01.2016 17:00:00,-1.54,1.30,210.50
04.01.2016 17:10:00,-1.48,0.99,199.10
04.01.2016 17:20:00,-1.41,1.03,178.10
04.01.2016 17:30:00,-1.37,1.03,193.00
04.01.2016 17:40:00,-1.31,1.18,185.50
04.01.2016 17:50:00,-1.29,1.85,205.90
